image_id,image_path,image_width,image_height,split,class_id,class_name,x_center,y_center,bbox_w,bbox_h,bbox_area,x1,y1,x2,y2,aspect_ratio,norm_area,size_category,relative_area,shape_category,norm_x,norm_y,touches_left,touches_top,touches_right,touches_bottom,touches_any_edge,out_of_bounds
patches_296,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_296.jpg,200,200,train,2,patches,146.0,138.5,64.0,107.0,6848.0,114.0,85.0,178.0,192.0,0.5981308411214953,0.1712,medium,17.119999999999997,Tall (AR<0.75),0.73,0.6925,False,False,False,False,False,False
patches_297,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_297.jpg,200,200,train,2,patches,49.0,110.00000000000001,82.0,166.0,13612.0,8.0,27.000000000000014,90.0,193.0,0.4939759036144578,0.3403,large,34.03,Tall (AR<0.75),0.245,0.55,False,False,False,False,False,False
patches_297,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_297.jpg,200,200,train,2,patches,167.0,137.0,64.0,115.99999999999999,7423.999999999999,135.0,79.0,199.0,195.0,0.5517241379310346,0.1856,medium,18.56,Tall (AR<0.75),0.835,0.685,False,False,True,False,True,False
patches_297,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_297.jpg,200,200,train,2,patches,170.0,37.5,56.00000000000001,73.0,4088.0000000000005,142.0,1.0,198.0,74.0,0.767123287671233,0.10220000000000001,medium,10.22,Square (0.75-1.25),0.85,0.1875,False,True,True,False,True,False
patches_298,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_298.jpg,200,200,train,2,patches,26.5,125.0,49.0,82.0,4018.0,2.0,84.0,51.0,166.0,0.5975609756097561,0.10045,medium,10.045,Tall (AR<0.75),0.1325,0.625,True,False,False,False,True,False
patches_298,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_298.jpg,200,200,train,2,patches,163.5,76.5,61.0,63.0,3843.0,133.0,45.0,194.0,108.0,0.9682539682539683,0.096075,medium,9.6075,Square (0.75-1.25),0.8175,0.3825,False,False,False,False,False,False
patches_298,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_298.jpg,200,200,train,2,patches,180.5,179.0,33.0,30.0,990.0,164.0,164.0,197.0,194.0,1.1,0.02475,small,2.475,Square (0.75-1.25),0.9025,0.895,False,False,False,False,False,False
patches_298,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_298.jpg,200,200,train,2,patches,62.0,116.5,42.0,53.0,2226.0,41.0,90.0,83.0,143.0,0.7924528301886793,0.05565,medium,5.5649999999999995,Square (0.75-1.25),0.31,0.5825,False,False,False,False,False,False
patches_299,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_299.jpg,200,200,train,2,patches,129.5,103.49999999999999,81.0,155.0,12555.0,89.0,25.999999999999986,170.0,181.0,0.5225806451612903,0.313875,large,31.387500000000003,Tall (AR<0.75),0.6475,0.5175,False,False,False,False,False,False
patches_299,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_299.jpg,200,200,train,2,patches,23.5,17.5,45.0,33.0,1485.0,1.0,1.0,46.0,34.0,1.3636363636363635,0.037125,medium,3.7125,Wide (AR>1.25),0.1175,0.0875,True,True,False,False,True,False
patches_299,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_299.jpg,200,200,train,2,patches,27.500000000000004,136.5,53.0,127.0,6731.0,1.0000000000000036,73.0,54.0,200.0,0.41732283464566927,0.168275,medium,16.8275,Tall (AR<0.75),0.1375,0.6825,True,False,False,True,True,False
patches_3,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_3.jpg,200,200,train,2,patches,26.0,147.0,44.0,92.0,4048.0,4.0,101.0,48.0,193.0,0.4782608695652174,0.1012,medium,10.12,Tall (AR<0.75),0.13,0.735,False,False,False,False,False,False
patches_3,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_3.jpg,200,200,train,2,patches,104.0,122.50000000000001,48.0,117.0,5616.0,80.0,64.00000000000001,128.0,181.0,0.41025641025641024,0.1404,medium,14.04,Tall (AR<0.75),0.52,0.6125,False,False,False,False,False,False
patches_3,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_3.jpg,200,200,train,2,patches,150.5,158.5,41.0,77.0,3157.0,130.0,120.0,171.0,197.0,0.5324675324675324,0.078925,medium,7.892499999999999,Tall (AR<0.75),0.7525,0.7925,False,False,False,False,False,False
patches_3,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_3.jpg,200,200,train,2,patches,176.0,51.5,46.0,101.0,4646.0,153.0,1.0,199.0,102.0,0.45544554455445546,0.11615,medium,11.615,Tall (AR<0.75),0.88,0.2575,False,True,True,False,True,False
patches_3,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_3.jpg,200,200,train,2,patches,26.0,52.5,40.0,75.0,3000.0,6.0,15.0,46.0,90.0,0.5333333333333333,0.075,medium,7.5,Tall (AR<0.75),0.13,0.2625,False,False,False,False,False,False
patches_3,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_3.jpg,200,200,train,2,patches,87.5,11.5,37.0,21.0,777.0,69.0,1.0,106.0,22.0,1.7619047619047619,0.019425,small,1.9425000000000001,Wide (AR>1.25),0.4375,0.0575,False,True,False,False,True,False
patches_30,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_30.jpg,200,200,train,2,patches,82.0,113.5,92.0,151.0,13892.0,36.0,38.0,128.0,189.0,0.609271523178808,0.3473,large,34.73,Tall (AR<0.75),0.41,0.5675,False,False,False,False,False,False
patches_30,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_30.jpg,200,200,train,2,patches,188.0,19.5,24.0,37.0,888.0,176.0,1.0,200.0,38.0,0.6486486486486487,0.0222,small,2.22,Tall (AR<0.75),0.94,0.0975,False,True,True,False,True,False
patches_31,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_31.jpg,200,200,train,2,patches,94.0,124.0,72.0,122.0,8784.0,58.0,63.0,130.0,185.0,0.5901639344262295,0.2196,medium,21.959999999999997,Tall (AR<0.75),0.47,0.62,False,False,False,False,False,False
patches_31,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_31.jpg,200,200,train,2,patches,163.0,140.0,52.0,72.0,3744.0,137.0,104.0,189.0,176.0,0.7222222222222222,0.0936,medium,9.36,Tall (AR<0.75),0.815,0.7,False,False,False,False,False,False
patches_32,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_32.jpg,200,200,train,2,patches,68.0,118.0,74.0,66.0,4884.0,31.0,85.0,105.0,151.0,1.121212121212121,0.1221,medium,12.21,Square (0.75-1.25),0.34,0.59,False,False,False,False,False,False
patches_32,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_32.jpg,200,200,train,2,patches,128.0,132.5,44.0,43.0,1892.0,106.0,111.0,150.0,154.0,1.0232558139534884,0.0473,medium,4.73,Square (0.75-1.25),0.64,0.6625,False,False,False,False,False,False
patches_32,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_32.jpg,200,200,train,2,patches,136.0,77.5,56.00000000000001,67.0,3752.0000000000005,108.0,44.0,164.0,111.0,0.8358208955223881,0.09380000000000001,medium,9.38,Square (0.75-1.25),0.68,0.3875,False,False,False,False,False,False
patches_33,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_33.jpg,200,200,train,2,patches,103.49999999999999,39.0,61.0,76.0,4636.0,72.99999999999999,1.0,134.0,77.0,0.8026315789473685,0.1159,medium,11.59,Square (0.75-1.25),0.5175,0.195,False,True,False,False,True,False
patches_33,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_33.jpg,200,200,train,2,patches,97.5,144.5,61.0,47.0,2867.0,67.0,121.0,128.0,168.0,1.297872340425532,0.071675,medium,7.1675,Wide (AR>1.25),0.4875,0.7225,False,False,False,False,False,False
patches_33,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_33.jpg,200,200,train,2,patches,101.49999999999999,184.0,45.0,28.000000000000004,1260.0000000000002,78.99999999999999,170.0,123.99999999999999,198.0,1.607142857142857,0.03150000000000001,medium,3.150000000000001,Wide (AR>1.25),0.5075,0.92,False,False,False,True,True,False
patches_35,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_35.jpg,200,200,train,2,patches,68.5,31.0,49.0,57.99999999999999,2841.9999999999995,44.0,2.0000000000000036,93.0,60.0,0.8448275862068967,0.07104999999999999,medium,7.104999999999999,Square (0.75-1.25),0.3425,0.155,False,False,False,False,False,False
patches_35,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_35.jpg,200,200,train,2,patches,162.0,51.0,42.0,44.0,1848.0,141.0,29.0,183.0,73.0,0.9545454545454546,0.0462,medium,4.62,Square (0.75-1.25),0.81,0.255,False,False,False,False,False,False
patches_35,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_35.jpg,200,200,train,2,patches,75.5,154.0,49.0,90.0,4410.0,51.0,109.0,100.0,199.0,0.5444444444444444,0.11025,medium,11.025,Tall (AR<0.75),0.3775,0.77,False,False,False,True,True,False
patches_36,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_36.jpg,200,200,train,2,patches,43.0,118.0,54.0,34.0,1836.0,16.0,101.0,70.0,135.0,1.588235294117647,0.0459,medium,4.590000000000001,Wide (AR>1.25),0.215,0.59,False,False,False,False,False,False
patches_36,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_36.jpg,200,200,train,2,patches,136.5,102.0,55.00000000000001,194.0,10670.000000000002,109.0,5.0,164.0,199.0,0.2835051546391753,0.26675000000000004,large,26.675000000000004,Tall (AR<0.75),0.6825,0.51,False,False,False,True,True,False
patches_37,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_37.jpg,200,200,train,2,patches,81.5,133.5,65.0,47.0,3055.0,49.0,110.0,114.0,157.0,1.3829787234042554,0.076375,medium,7.6375,Wide (AR>1.25),0.4075,0.6675,False,False,False,False,False,False
patches_37,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_37.jpg,200,200,train,2,patches,79.5,183.5,33.0,33.0,1089.0,63.0,167.0,96.0,200.0,1.0,0.027225,medium,2.7225,Square (0.75-1.25),0.3975,0.9175,False,False,False,True,True,False
patches_38,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_38.jpg,200,200,train,2,patches,39.0,99.5,56.00000000000001,197.0,11032.000000000002,10.999999999999996,1.0,67.0,198.0,0.28426395939086296,0.27580000000000005,large,27.580000000000005,Tall (AR<0.75),0.195,0.4975,False,True,False,True,True,False
patches_38,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_38.jpg,200,200,train,2,patches,164.0,133.5,64.0,51.0,3264.0,132.0,108.0,196.0,159.0,1.2549019607843137,0.0816,medium,8.16,Wide (AR>1.25),0.82,0.6675,False,False,False,False,False,False
patches_38,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_38.jpg,200,200,train,2,patches,164.0,177.5,38.0,45.0,1710.0,145.0,155.0,183.0,200.0,0.8444444444444444,0.04275,medium,4.275,Square (0.75-1.25),0.82,0.8875,False,False,False,True,True,False
patches_39,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_39.jpg,200,200,train,2,patches,87.5,72.0,39.0,50.0,1950.0,68.0,47.0,107.0,97.0,0.78,0.04875,medium,4.875,Square (0.75-1.25),0.4375,0.36,False,False,False,False,False,False
patches_4,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_4.jpg,200,200,train,2,patches,114.99999999999999,59.5,44.0,47.0,2068.0,92.99999999999999,36.0,137.0,83.0,0.9361702127659575,0.0517,medium,5.17,Square (0.75-1.25),0.575,0.2975,False,False,False,False,False,False
patches_4,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_4.jpg,200,200,train,2,patches,141.5,125.0,47.0,66.0,3102.0,118.0,92.0,165.0,158.0,0.7121212121212122,0.07755,medium,7.754999999999999,Tall (AR<0.75),0.7075,0.625,False,False,False,False,False,False
patches_40,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_40.jpg,200,200,train,2,patches,34.5,123.0,41.0,88.0,3608.0,14.0,79.0,55.0,167.0,0.4659090909090909,0.0902,medium,9.02,Tall (AR<0.75),0.1725,0.615,False,False,False,False,False,False
patches_40,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_40.jpg,200,200,train,2,patches,157.5,133.5,59.0,53.0,3127.0,128.0,107.0,187.0,160.0,1.1132075471698113,0.078175,medium,7.817499999999999,Square (0.75-1.25),0.7875,0.6675,False,False,False,False,False,False
patches_42,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_42.jpg,200,200,train,2,patches,109.5,33.5,39.0,53.0,2067.0,90.0,7.0,129.0,60.0,0.7358490566037735,0.051675,medium,5.1674999999999995,Tall (AR<0.75),0.5475,0.1675,False,False,False,False,False,False
patches_42,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_42.jpg,200,200,train,2,patches,104.5,131.0,79.0,124.0,9796.0,65.0,69.0,144.0,193.0,0.6370967741935484,0.2449,large,24.490000000000002,Tall (AR<0.75),0.5225,0.655,False,False,False,False,False,False
patches_43,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_43.jpg,200,200,train,2,patches,99.0,137.0,57.99999999999999,98.0,5683.999999999999,70.0,88.0,128.0,186.0,0.5918367346938774,0.14209999999999998,medium,14.209999999999997,Tall (AR<0.75),0.495,0.685,False,False,False,False,False,False
patches_43,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_43.jpg,200,200,train,2,patches,87.0,62.5,52.0,61.0,3172.0,61.0,32.0,113.0,93.0,0.8524590163934426,0.0793,medium,7.93,Square (0.75-1.25),0.435,0.3125,False,False,False,False,False,False
patches_47,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_47.jpg,200,200,train,2,patches,62.5,86.0,71.0,104.0,7384.0,27.0,34.0,98.0,138.0,0.6826923076923077,0.1846,medium,18.459999999999997,Tall (AR<0.75),0.3125,0.43,False,False,False,False,False,False
patches_47,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_47.jpg,200,200,train,2,patches,148.0,69.0,86.0,90.0,7740.0,105.0,24.0,191.0,114.0,0.9555555555555556,0.1935,medium,19.35,Square (0.75-1.25),0.74,0.345,False,False,False,False,False,False
patches_47,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_47.jpg,200,200,train,2,patches,124.0,159.5,40.0,59.0,2360.0,104.0,130.0,144.0,189.0,0.6779661016949152,0.059,medium,5.8999999999999995,Tall (AR<0.75),0.62,0.7975,False,False,False,False,False,False
patches_50,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_50.jpg,200,200,train,2,patches,83.5,30.0,45.0,56.00000000000001,2520.0000000000005,61.0,1.9999999999999964,106.0,58.0,0.8035714285714285,0.06300000000000001,medium,6.300000000000002,Square (0.75-1.25),0.4175,0.15,False,True,False,False,True,False
patches_50,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_50.jpg,200,200,train,2,patches,99.5,151.5,39.0,53.0,2067.0,80.0,125.0,119.0,178.0,0.7358490566037735,0.051675,medium,5.1674999999999995,Tall (AR<0.75),0.4975,0.7575,False,False,False,False,False,False
patches_51,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_51.jpg,200,200,train,2,patches,92.0,99.0,64.0,80.0,5120.0,60.0,59.0,124.0,139.0,0.8,0.128,medium,12.8,Square (0.75-1.25),0.46,0.495,False,False,False,False,False,False
patches_53,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_53.jpg,200,200,train,2,patches,47.5,34.5,39.0,49.0,1911.0,28.0,10.0,67.0,59.0,0.7959183673469388,0.047775,medium,4.7775,Square (0.75-1.25),0.2375,0.1725,False,False,False,False,False,False
patches_53,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_53.jpg,200,200,train,2,patches,49.0,151.0,74.0,98.0,7252.0,12.0,102.0,86.0,200.0,0.7551020408163265,0.1813,medium,18.13,Square (0.75-1.25),0.245,0.755,False,False,False,True,True,False
patches_53,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_53.jpg,200,200,train,2,patches,169.0,115.5,62.0,83.0,5146.0,138.0,74.0,200.0,157.0,0.7469879518072289,0.12865,medium,12.864999999999998,Tall (AR<0.75),0.845,0.5775,False,False,True,False,True,False
patches_54,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_54.jpg,200,200,train,2,patches,119.5,69.0,61.0,102.0,6222.0,89.0,18.0,150.0,120.0,0.5980392156862745,0.15555,medium,15.555,Tall (AR<0.75),0.5975,0.345,False,False,False,False,False,False
patches_55,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_55.jpg,200,200,train,2,patches,47.5,101.0,43.0,42.0,1806.0,26.0,80.0,69.0,122.0,1.0238095238095237,0.04515,medium,4.515000000000001,Square (0.75-1.25),0.2375,0.505,False,False,False,False,False,False
patches_55,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_55.jpg,200,200,train,2,patches,112.99999999999999,95.0,70.0,136.0,9520.0,77.99999999999999,27.0,148.0,163.0,0.5147058823529411,0.238,large,23.799999999999997,Tall (AR<0.75),0.565,0.475,False,False,False,False,False,False
patches_57,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_57.jpg,200,200,train,2,patches,108.0,81.5,42.0,133.0,5586.0,87.0,15.0,129.0,148.0,0.3157894736842105,0.13965,medium,13.965,Tall (AR<0.75),0.54,0.4075,False,False,False,False,False,False
patches_57,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_57.jpg,200,200,train,2,patches,107.0,177.0,50.0,46.0,2300.0,82.0,154.0,132.0,200.0,1.0869565217391304,0.0575,medium,5.75,Square (0.75-1.25),0.535,0.885,False,False,False,True,True,False
patches_58,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_58.jpg,200,200,train,2,patches,41.0,62.0,38.0,96.0,3648.0,22.0,14.0,60.0,110.0,0.3958333333333333,0.0912,medium,9.120000000000001,Tall (AR<0.75),0.205,0.31,False,False,False,False,False,False
patches_58,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_58.jpg,200,200,train,2,patches,89.0,55.00000000000001,40.0,57.99999999999999,2319.9999999999995,69.0,26.00000000000001,109.0,84.0,0.6896551724137931,0.05799999999999999,medium,5.799999999999999,Tall (AR<0.75),0.445,0.275,False,False,False,False,False,False
patches_58,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_58.jpg,200,200,train,2,patches,50.0,168.0,40.0,64.0,2560.0,30.0,136.0,70.0,200.0,0.625,0.064,medium,6.4,Tall (AR<0.75),0.25,0.84,False,False,False,True,True,False
patches_58,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_58.jpg,200,200,train,2,patches,162.0,113.99999999999999,48.0,44.0,2112.0,138.0,91.99999999999999,186.0,136.0,1.0909090909090908,0.0528,medium,5.28,Square (0.75-1.25),0.81,0.57,False,False,False,False,False,False
patches_59,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_59.jpg,200,200,train,2,patches,97.5,64.5,39.0,125.0,4875.0,78.0,2.0,117.0,127.0,0.312,0.121875,medium,12.1875,Tall (AR<0.75),0.4875,0.3225,False,True,False,False,True,False
patches_59,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_59.jpg,200,200,train,2,patches,96.0,171.0,54.0,57.99999999999999,3131.9999999999995,69.0,142.0,123.0,200.0,0.9310344827586208,0.0783,medium,7.829999999999999,Square (0.75-1.25),0.48,0.855,False,False,False,True,True,False
patches_6,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_6.jpg,200,200,train,2,patches,51.5,103.0,77.0,194.0,14938.0,13.0,6.0,90.0,200.0,0.39690721649484534,0.37345,large,37.345,Tall (AR<0.75),0.2575,0.515,False,False,False,True,True,False
patches_6,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_6.jpg,200,200,train,2,patches,140.5,96.5,112.99999999999999,127.0,14350.999999999998,84.0,33.0,197.0,160.0,0.8897637795275589,0.35877499999999996,large,35.8775,Square (0.75-1.25),0.7025,0.4825,False,False,False,False,False,False
patches_62,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_62.jpg,200,200,train,2,patches,105.5,80.0,33.0,92.0,3036.0,89.0,34.0,122.0,126.0,0.358695652173913,0.0759,medium,7.59,Tall (AR<0.75),0.5275,0.4,False,False,False,False,False,False
patches_64,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_64.jpg,200,200,train,2,patches,100.49999999999999,121.0,67.0,36.0,2412.0,66.99999999999999,103.0,134.0,139.0,1.8611111111111112,0.0603,medium,6.03,Wide (AR>1.25),0.5025,0.605,False,False,False,False,False,False
patches_65,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_65.jpg,200,200,train,2,patches,96.5,109.5,83.0,77.0,6391.0,55.0,71.0,138.0,148.0,1.077922077922078,0.159775,medium,15.9775,Square (0.75-1.25),0.4825,0.5475,False,False,False,False,False,False
patches_67,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_67.jpg,200,200,train,2,patches,48.0,111.00000000000001,66.0,72.0,4752.0,15.0,75.00000000000001,81.0,147.0,0.9166666666666666,0.1188,medium,11.88,Square (0.75-1.25),0.24,0.555,False,False,False,False,False,False
patches_67,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_67.jpg,200,200,train,2,patches,161.0,71.5,36.0,73.0,2628.0,143.0,35.0,179.0,108.0,0.4931506849315068,0.0657,medium,6.569999999999999,Tall (AR<0.75),0.805,0.3575,False,False,False,False,False,False
patches_67,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_67.jpg,200,200,train,2,patches,178.5,181.5,31.0,37.0,1147.0,163.0,163.0,194.0,200.0,0.8378378378378378,0.028675,medium,2.8674999999999997,Square (0.75-1.25),0.8925,0.9075,False,False,False,True,True,False
patches_68,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_68.jpg,200,200,train,2,patches,39.5,71.0,37.0,78.0,2886.0,21.0,32.0,58.0,110.0,0.47435897435897434,0.07215,medium,7.215000000000001,Tall (AR<0.75),0.1975,0.355,False,False,False,False,False,False
patches_68,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_68.jpg,200,200,train,2,patches,179.5,40.0,39.0,54.0,2106.0,160.0,13.0,199.0,67.0,0.7222222222222222,0.05265,medium,5.265000000000001,Tall (AR<0.75),0.8975,0.2,False,False,True,False,True,False
patches_68,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_68.jpg,200,200,train,2,patches,53.5,181.5,33.0,37.0,1221.0,37.0,163.0,70.0,200.0,0.8918918918918919,0.030525,medium,3.0525,Square (0.75-1.25),0.2675,0.9075,False,False,False,True,True,False
patches_69,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_69.jpg,200,200,train,2,patches,63.0,172.5,48.0,55.00000000000001,2640.0000000000005,39.0,145.0,87.0,200.0,0.8727272727272726,0.06600000000000002,medium,6.600000000000001,Square (0.75-1.25),0.315,0.8625,False,False,False,True,True,False
patches_69,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_69.jpg,200,200,train,2,patches,132.0,173.5,46.0,53.0,2438.0,109.0,147.0,155.0,200.0,0.8679245283018868,0.06095,medium,6.095,Square (0.75-1.25),0.66,0.8675,False,False,False,True,True,False
patches_7,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_7.jpg,200,200,train,2,patches,77.5,105.0,91.0,186.0,16926.0,32.0,12.0,123.0,198.0,0.489247311827957,0.42315,large,42.315000000000005,Tall (AR<0.75),0.3875,0.525,False,False,False,True,True,False
patches_70,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_70.jpg,200,200,train,2,patches,107.5,136.5,89.0,125.0,11125.0,63.0,74.0,152.0,199.0,0.712,0.278125,large,27.8125,Tall (AR<0.75),0.5375,0.6825,False,False,False,True,True,False
patches_71,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_71.jpg,200,200,train,2,patches,19.0,26.0,36.0,50.0,1800.0,1.0,1.0,37.0,51.0,0.72,0.045,medium,4.5,Tall (AR<0.75),0.095,0.13,True,True,False,False,True,False
patches_71,D:\DigiSteel-Yolo\DigiSteel-YOLO\datasets\NEU-DET\yolo\images\train\patches_71.jpg,200,200,train,2,patches,138.5,30.5,41.0,59.0,2419.0,118.0,1.0,159.0,60.0,0.6949152542372882,0.060475,medium,6.0475,Tall (AR<0.75),0.6925,0.1525,False,True,False,False,True,False
